transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4074086,2023-01-07T10:14:06.869385,ACC228658,ACC616479,670.47,deposit,online,Dubai,atm,False,,-2731.184822636945,0.09,13,0.15,wire_transfer,154.66.255.245,D1525313
T3437962,2023-01-07T11:28:51.749860,ACC352896,ACC546471,70.47,payment,entertainment,Toronto,pos,False,,,-1.19,4,0.1,wire_transfer,147.179.113.220,D4529907
T3766375,2023-01-07T12:04:04.182079,ACC596610,ACC496340,1954.13,deposit,grocery,London,mobile,False,,-8304.486714099723,-0.05,8,0.32,wire_transfer,74.54.122.20,D5574097
T325264,2023-01-07T23:57:39.782605,ACC421358,ACC611654,83.3,withdrawal,entertainment,Berlin,pos,False,,,0.73,3,0.38,UPI,195.21.227.120,D8714506
T1779744,2023-01-08T05:24:20.870911,ACC376627,ACC150033,13.3,payment,restaurant,Berlin,pos,False,,-676.9726020027778,1.33,4,0.35,UPI,29.175.228.249,D5922797
T4452759,2023-01-08T07:22:27.855511,ACC376049,ACC369099,2.68,payment,travel,London,mobile,False,,-2607.8765043138887,0.93,11,0.31,card,140.117.227.47,D9527675
T1237105,2023-01-08T12:18:38.580085,ACC969823,ACC451752,142.4,payment,retail,Toronto,atm,False,,-5706.091885724444,-1.16,19,1.0,UPI,2.130.26.252,D1882372
T3176709,2023-01-08T12:57:08.125316,ACC461846,ACC451752,0.01,deposit,other,Berlin,mobile,False,,-2313.053315592778,-0.09,10,0.4,UPI,37.131.45.5,D1226266
T2936972,2023-01-08T12:58:18.512097,ACC810821,ACC451752,141.15,payment,online,New York,mobile,False,,-1005.746532715,-0.39,16,0.25,UPI,9.79.189.220,D4781281
T3899874,2023-01-08T13:18:49.832718,ACC707068,ACC451752,1349.9,deposit,grocery,New York,web,False,,-7406.542827402777,0.43,2,0.33,wire_transfer,100.149.159.85,D5564926
T4984615,2023-01-08T13:56:31.014069,ACC227232,ACC451752,70.28,transfer,travel,New York,pos,False,,-2163.2160352708333,0.36,17,0.67,ACH,69.105.8.243,D3486460
T3934633,2023-01-09T04:39:22.865093,ACC159395,ACC985960,12.64,withdrawal,restaurant,London,atm,False,,-3608.07694161,-1.08,2,0.66,ACH,57.157.175.78,D6077693
T202205,2023-01-09T04:39:52.279644,ACC845255,ACC715710,60.87,payment,entertainment,Berlin,web,False,,,0.7,14,0.04,wire_transfer,98.90.180.25,D1122700
T574676,2023-01-09T12:03:50.997112,ACC122272,ACC729390,75.73,payment,other,New York,atm,False,,,0.25,12,0.24,ACH,61.165.242.6,D9700385
T3091803,2023-01-09T20:11:13.281142,ACC938237,ACC824393,1006.57,deposit,retail,Tokyo,atm,False,,-5156.904456456667,1.27,6,0.83,UPI,67.89.154.234,D3083592
T4665047,2023-01-09T23:34:18.547238,ACC789350,ACC243381,49.01,payment,online,Toronto,web,False,,-4360.899166375555,-0.11,14,0.15,UPI,209.81.215.106,D6576011
T2519203,2023-01-10T02:05:42.653633,ACC371416,ACC498734,479.09,withdrawal,restaurant,Dubai,mobile,False,,-593.8166498522222,1.48,7,0.04,ACH,183.85.167.177,D4708947
T2344024,2023-01-10T17:03:31.537539,ACC925170,ACC716917,15.19,transfer,restaurant,Sydney,atm,False,,,0.38,4,0.63,wire_transfer,249.65.25.64,D8247433
T2793890,2023-01-10T23:52:57.423355,ACC757039,ACC207924,312.11,payment,online,New York,web,False,,-1625.681476036111,0.35,12,0.2,ACH,253.21.19.213,D8006291
T1563563,2023-01-11T12:15:19.096980,ACC551331,ACC871621,531.08,withdrawal,restaurant,Singapore,mobile,False,,-6964.803368167222,2.34,4,0.36,wire_transfer,116.176.165.7,D9794222
T1944912,2023-01-11T19:03:16.704065,ACC888291,ACC155434,349.37,withdrawal,other,Toronto,atm,False,,-6837.697770009168,2.54,13,0.24,ACH,128.131.161.182,D7577538
T4336781,2023-01-11T19:22:55.559151,ACC380286,ACC195987,920.07,withdrawal,utilities,Sydney,mobile,False,,-1224.192491615,1.0,13,0.1,ACH,18.225.107.5,D7879155
T2826545,2023-01-12T02:01:30.973139,ACC969342,ACC256885,304.81,payment,other,Singapore,mobile,False,,-3002.635653471112,-0.34,9,0.85,card,246.145.174.76,D9559786
T4505833,2023-01-12T07:01:55.289582,ACC882638,ACC610835,1636.64,deposit,entertainment,Singapore,mobile,False,,-3146.657031330833,-0.03,4,0.5,UPI,202.176.148.92,D8484781
T323571,2023-01-12T16:20:18.124323,ACC594376,ACC273577,17.99,transfer,retail,Singapore,atm,False,,-7636.114817751944,-0.04,9,0.23,ACH,15.252.11.116,D2543008
T4669831,2023-01-12T16:52:44.901936,ACC787319,ACC923661,6.1,transfer,travel,Sydney,web,False,,-4197.748755499722,1.11,20,0.03,UPI,4.217.95.145,D8782482
T2712097,2023-01-12T17:42:51.854051,ACC803513,ACC724574,26.63,transfer,restaurant,Singapore,atm,False,,-6936.714067178056,0.19,15,0.25,wire_transfer,236.94.78.255,D2471309
T2276631,2023-01-12T20:48:28.561208,ACC214701,ACC599245,37.41,withdrawal,retail,Berlin,pos,False,,-4832.730659071111,0.63,10,0.51,wire_transfer,40.132.169.7,D7023346
T3536084,2023-01-13T09:13:43.962470,ACC789318,ACC156700,12.26,transfer,retail,Tokyo,web,False,,-4619.004761092222,-0.84,6,0.51,UPI,6.38.139.243,D2716545
T4331440,2023-01-13T12:36:25.491438,ACC710930,ACC628596,50.64,payment,travel,Tokyo,web,False,,-4850.679534468056,0.23,12,0.65,wire_transfer,252.10.113.23,D4563996
T2844168,2023-01-14T05:56:39.411722,ACC491847,ACC559268,145.7,withdrawal,grocery,Toronto,web,False,,188.5635526925,0.46,1,0.61,UPI,148.225.241.15,D1855534
T286727,2023-01-14T08:50:41.452216,ACC642741,ACC381173,788.52,payment,restaurant,Berlin,mobile,False,,,1.06,18,0.78,UPI,47.87.144.165,D7723765
T3865357,2023-01-14T17:51:26.228226,ACC180239,ACC312083,175.49,withdrawal,online,Singapore,atm,False,,-1078.2410254938889,0.89,14,0.76,ACH,211.155.50.80,D6550479
T4839710,2023-01-15T00:06:28.496435,ACC212150,ACC337534,257.85,withdrawal,retail,Berlin,pos,False,,-1567.2731385972222,-0.24,17,0.42,UPI,253.107.28.174,D4221879
T4581164,2023-01-15T03:12:45.039493,ACC713341,ACC883485,44.26,transfer,online,Singapore,mobile,False,,-7931.678200937222,0.82,2,0.45,UPI,42.22.211.92,D1186826
T2181083,2023-01-15T05:40:19.223510,ACC664989,ACC602558,125.31,withdrawal,entertainment,Sydney,mobile,False,,,-2.32,16,0.72,wire_transfer,61.210.47.148,D8542985
T4666914,2023-01-15T08:04:55.473748,ACC778625,ACC778362,1462.42,deposit,utilities,Berlin,mobile,False,,-6685.790327986111,0.67,16,0.86,card,61.210.47.148,D2434489
T1221397,2023-01-15T10:14:57.514402,ACC277084,ACC950338,393.46,withdrawal,utilities,Dubai,web,False,,-8239.377579267222,-0.46,16,0.74,UPI,61.210.47.148,D7177600
T4463155,2023-01-15T12:56:00.428894,ACC415254,ACC425087,28.54,transfer,utilities,Toronto,pos,False,,-5090.893817716389,1.13,6,0.06,UPI,61.210.47.148,D1274341
T3607711,2023-01-15T13:15:56.858857,ACC919296,ACC626025,61.55,payment,utilities,New York,pos,False,,-7474.813697724445,-0.59,13,0.22,ACH,61.210.47.148,D9394201
T1758052,2023-01-15T19:36:47.969758,ACC567975,ACC508365,91.81,payment,entertainment,London,pos,False,,-5183.425338492777,-0.34,11,0.02,card,78.245.252.1,D9009487
T2560161,2023-01-16T05:12:26.930497,ACC651097,ACC736527,36.32,withdrawal,restaurant,Toronto,pos,False,,-327.0797222375,0.57,17,0.31,wire_transfer,163.44.228.46,D6294032
T1413973,2023-01-16T06:59:45.145792,ACC751467,ACC916112,23.09,transfer,utilities,Toronto,pos,False,,,1.84,14,0.72,ACH,238.16.225.130,D4784008
T4280535,2023-01-16T20:26:11.570146,ACC706900,ACC541197,38.43,withdrawal,utilities,Toronto,web,False,,-6518.8390174775,-2.09,14,0.92,ACH,23.64.174.132,D9597877
T2378652,2023-01-16T22:35:04.447610,ACC476543,ACC944875,967.06,deposit,other,Singapore,atm,False,,,0.81,10,0.29,card,235.126.213.125,D1180439
T3026925,2023-01-17T03:56:09.454512,ACC719439,ACC823739,24.61,payment,restaurant,Tokyo,web,False,,-7819.412015791944,0.42,17,0.39,UPI,233.122.132.32,D7167356
T4900408,2023-01-17T04:34:20.932299,ACC144760,ACC872859,25.86,payment,other,Sydney,web,False,,238.0147626547222,-0.55,7,0.95,ACH,232.229.161.197,D9815801
T5089393,2023-01-17T07:59:51.545133,ACC320608,ACC305382,898.0,deposit,other,Dubai,mobile,False,,-6980.860264432223,-0.53,4,0.4,card,135.135.115.218,D2626310
T3891600,2023-01-17T15:06:59.269379,ACC675016,ACC297854,397.53,withdrawal,grocery,New York,mobile,False,,-2325.6796236433333,1.52,8,0.8,ACH,180.227.172.22,D6119157
T4719125,2023-01-17T22:47:37.501803,ACC596820,ACC698054,74.26,payment,restaurant,Sydney,pos,False,,-4225.360222309722,-0.43,19,0.87,ACH,158.166.1.84,D7566399
T134129,2023-01-18T00:00:50.211899,ACC754997,ACC265179,14.1,transfer,grocery,Dubai,web,False,,,-1.13,20,0.97,ACH,80.214.101.210,D2501394
T5090420,2023-01-18T02:51:56.677750,ACC105851,ACC587976,21.19,transfer,utilities,Singapore,mobile,False,,-2376.656359366389,1.6,20,0.56,ACH,208.41.23.221,D7442160
T323166,2023-01-18T13:57:17.398520,ACC156070,ACC984718,1464.12,deposit,travel,Toronto,web,False,,,-0.21,17,0.18,card,197.213.93.150,D7882894
T2528596,2023-01-18T16:37:41.981741,ACC879257,ACC173610,26.56,payment,grocery,Berlin,atm,False,,-3853.3252347025,0.35,8,0.93,wire_transfer,70.221.33.164,D9435794
T3141707,2023-01-18T21:56:03.745605,ACC945955,ACC176712,217.1,payment,entertainment,New York,web,False,,-264.90075916916663,-0.31,13,0.47,wire_transfer,14.89.50.18,D5607640
T4509611,2023-01-19T02:40:06.957180,ACC916005,ACC872575,256.98,payment,retail,New York,pos,False,,-7214.721255013612,-0.38,1,0.09,ACH,94.162.178.125,D6419611
T276176,2023-01-19T02:43:40.276638,ACC138960,ACC989893,134.36,payment,utilities,London,web,False,,,0.28,10,0.2,card,222.49.201.12,D2369718
T3611595,2023-01-19T09:33:50.511766,ACC342803,ACC116762,1535.25,deposit,travel,Dubai,atm,False,,-4745.713858193333,-0.75,20,0.67,card,121.67.6.89,D2668428
T604716,2023-01-20T03:40:14.965255,ACC127723,ACC125543,214.38,withdrawal,online,Dubai,pos,False,,,1.08,19,0.36,wire_transfer,233.0.141.239,D7267322
T4587566,2023-01-20T03:48:15.838421,ACC884852,ACC621460,160.29,payment,utilities,Toronto,atm,False,,-6485.9814704508335,-0.24,20,0.43,wire_transfer,55.157.44.154,D8144834
T4147945,2023-01-20T06:59:26.789030,ACC617356,ACC548829,24.55,transfer,online,London,mobile,False,,-963.7476478280556,-1.18,2,0.66,card,218.218.83.135,D1748817
T2336762,2023-01-20T07:29:08.492860,ACC796343,ACC193993,343.31,withdrawal,grocery,London,pos,False,,-8051.743855854166,1.63,15,0.36,UPI,172.170.124.250,D7688304
T4444480,2023-01-20T11:27:29.049266,ACC498712,ACC713154,14.49,transfer,other,Toronto,atm,False,,-3291.561580258056,-1.62,3,0.56,wire_transfer,83.189.6.124,D6919452
T1561854,2023-01-20T17:03:44.748523,ACC791066,ACC905226,296.95,payment,grocery,Dubai,web,False,,-4568.200192145833,2.12,2,0.8,card,188.25.214.44,D7418776
T1042863,2023-01-20T17:50:37.747442,ACC439166,ACC184974,51.48,payment,grocery,Berlin,web,False,,-7388.962321666945,-0.76,5,0.59,ACH,229.123.219.48,D2248875
T3908413,2023-01-20T19:43:09.548271,ACC118162,ACC603567,105.85,withdrawal,grocery,Singapore,web,False,,-1318.7690272622222,-0.4,7,0.83,UPI,218.119.209.75,D9683998
T3628217,2023-01-21T05:34:58.639983,ACC392429,ACC310167,180.56,deposit,travel,Singapore,mobile,False,,411.0777155863889,0.89,17,0.61,wire_transfer,109.153.46.143,D4490670
T3066331,2023-01-21T05:49:59.852692,ACC739552,ACC959550,1103.37,deposit,utilities,London,mobile,False,,-6279.921813598611,-1.93,20,0.06,card,144.146.144.12,D5264213
T2533808,2023-01-21T08:06:38.003149,ACC182424,ACC114880,11.9,payment,retail,Toronto,pos,False,,-3374.835582599166,0.63,6,0.1,card,214.74.62.65,D5456437
T3447471,2023-01-21T08:39:05.253948,ACC820189,ACC114880,64.66,transfer,utilities,Sydney,mobile,False,,-2370.1109182816667,0.03,8,0.45,ACH,230.187.151.197,D8103044
T4637539,2023-01-21T08:58:52.793348,ACC390950,ACC114880,107.52,payment,restaurant,Sydney,web,False,,-7529.698166035832,-1.37,5,0.19,ACH,93.100.204.237,D7184257
T2008812,2023-01-22T09:06:13.663213,ACC561214,ACC114880,33.96,transfer,other,London,web,False,,-1677.2810904669443,0.2,10,0.08,UPI,93.13.192.130,D3315357
T4473121,2023-01-22T17:21:20.931722,ACC635720,ACC693021,27.01,payment,travel,Berlin,atm,False,,-5874.714366648333,0.79,18,0.24,wire_transfer,248.201.34.128,D3123793
T273205,2023-01-22T22:29:13.012626,ACC146326,ACC182170,38.76,payment,travel,New York,web,False,,,1.14,2,0.15,card,117.178.21.96,D4901585
T159628,2023-01-23T07:34:20.319283,ACC706547,ACC513217,1217.18,deposit,entertainment,Berlin,mobile,False,,,0.31,14,0.04,ACH,71.41.218.52,D7588839
T4795983,2023-01-23T10:24:54.527499,ACC740639,ACC632973,73.73,withdrawal,travel,London,mobile,True,card_not_present,-6118.5750318313885,-0.95,7,0.11,ACH,197.177.243.183,D3340521
T2643382,2023-01-23T19:47:31.933406,ACC435604,ACC870997,13.21,transfer,other,London,pos,False,,,-0.1,6,0.95,card,224.47.70.59,D8144912
T4739228,2023-01-24T00:14:16.147189,ACC210364,ACC806099,161.24,withdrawal,online,London,atm,False,,-5084.671305974166,0.25,17,0.57,wire_transfer,237.144.152.218,D9479544
T2995730,2023-01-24T02:52:23.837475,ACC425256,ACC178441,12.2,transfer,retail,Singapore,pos,False,,-5599.375184720556,0.72,1,0.76,wire_transfer,5.106.222.84,D9643979
T1791278,2023-01-24T03:42:05.409010,ACC735923,ACC332900,198.99,withdrawal,online,Toronto,atm,False,,-4030.211254017222,-0.95,3,0.86,card,205.87.210.9,D3543316
T568076,2023-01-24T05:42:03.733236,ACC232583,ACC983154,325.56,withdrawal,utilities,London,atm,False,,,0.55,10,0.31,card,138.35.37.206,D4080197
T439686,2023-01-24T07:52:10.255105,ACC154422,ACC604924,54.59,transfer,other,Berlin,web,False,,-7252.716089419722,0.15,5,0.08,card,227.251.169.230,D5559000
T926013,2023-01-24T13:23:54.483180,ACC912482,ACC810942,365.53,withdrawal,utilities,New York,web,False,,-7245.5222626644445,1.05,4,0.55,UPI,38.159.58.211,D3015543
T1091802,2023-01-24T15:46:13.742642,ACC654810,ACC998777,329.73,payment,other,New York,mobile,False,,-7942.117899721945,-0.63,19,0.97,UPI,203.88.140.21,D5037194
T3391810,2023-01-24T17:16:09.405311,ACC911812,ACC410428,57.12,payment,travel,Tokyo,pos,False,,-5115.929229196111,0.29,9,0.19,card,30.105.148.101,D2632097
T4681071,2023-01-25T05:41:23.977934,ACC466641,ACC329289,376.27,withdrawal,travel,Sydney,mobile,False,,-1715.0455265641667,0.09,17,0.12,UPI,191.9.28.217,D5285317
T4347355,2023-01-25T07:59:48.891041,ACC132251,ACC559269,39.87,transfer,restaurant,Dubai,web,False,,-343.42055811027774,0.09,9,0.63,card,109.107.249.137,D6180096
T204639,2023-01-25T08:16:35.946951,ACC820703,ACC198042,1256.56,deposit,utilities,Berlin,mobile,False,,,-1.81,15,0.64,UPI,26.205.84.23,D3236820
T3278746,2023-01-25T21:07:56.751123,ACC614464,ACC615777,1075.82,deposit,retail,Dubai,web,False,,-2794.950239174722,-1.78,8,0.95,wire_transfer,196.129.173.112,D4596798
T1461455,2023-01-25T21:28:17.377196,ACC511300,ACC637064,1363.31,deposit,grocery,Sydney,pos,False,,10.383464925833334,-0.52,4,0.46,UPI,144.232.128.115,D9726751
T220020,2023-01-26T04:18:49.206939,ACC925006,ACC803686,183.84,withdrawal,travel,Toronto,atm,False,,,0.63,9,0.15,UPI,62.104.235.156,D9015967
T2133154,2023-01-26T12:57:59.639968,ACC367609,ACC483700,71.75,payment,restaurant,Singapore,web,False,,-5014.336590195556,0.2,5,0.32,UPI,83.57.119.120,D8567802
T2291881,2023-01-26T13:35:04.418057,ACC918731,ACC753766,66.87,withdrawal,other,London,mobile,False,,-6798.180319859444,-0.3,5,0.68,card,193.116.105.109,D7642230
T3155541,2023-01-26T16:43:09.441612,ACC530492,ACC464530,97.69,payment,grocery,Berlin,pos,False,,-4453.674803060556,0.61,19,0.31,ACH,23.201.169.137,D4951885
T2077308,2023-01-26T22:15:19.486668,ACC211631,ACC740016,1230.94,deposit,utilities,Berlin,mobile,False,,-1052.4395887827775,0.14,1,0.26,ACH,206.152.157.14,D8272433
T1134364,2023-01-26T22:44:58.083944,ACC586305,ACC417125,12.08,payment,utilities,London,mobile,False,,-5054.802266738611,-0.66,8,0.59,ACH,16.238.209.172,D3739672
T2449433,2023-01-27T00:46:58.923528,ACC948387,ACC826784,35.72,transfer,retail,Tokyo,web,False,,,0.34,6,0.48,wire_transfer,145.71.125.74,D1617933
T1754250,2023-01-27T01:18:00.898697,ACC316016,ACC826784,1271.08,deposit,other,Toronto,pos,False,,-2802.038883976667,-1.22,2,0.5,ACH,80.128.166.122,D9995588
T4052589,2023-01-28T01:45:49.927613,ACC123769,ACC826784,910.57,deposit,restaurant,Sydney,web,False,,-811.5639466858333,-0.05,4,0.67,wire_transfer,55.57.77.236,D2191328
T2505832,2023-01-28T05:03:00.917859,ACC817699,ACC576099,40.48,transfer,travel,Toronto,pos,False,,-7387.235443689722,-0.8,5,0.15,ACH,52.70.219.190,D9512918
T910555,2023-01-28T12:59:46.681249,ACC642729,ACC184742,665.8,deposit,online,London,mobile,False,,,0.13,18,0.93,card,140.2.232.62,D8925462
T2397421,2023-01-28T13:31:52.910725,ACC396121,ACC626572,635.28,deposit,online,Tokyo,mobile,False,,-5620.695009793889,1.25,18,0.59,ACH,226.94.30.221,D6884085
T2136142,2023-01-28T15:33:50.691578,ACC727507,ACC660484,8.97,transfer,restaurant,Singapore,pos,False,,-5704.503515563333,0.46,12,0.89,card,147.104.126.202,D3098795
T216544,2023-01-28T20:02:32.618030,ACC259079,ACC312720,38.38,transfer,other,New York,web,False,,,2.18,10,0.4,card,182.2.217.133,D4253240
T3329184,2023-01-29T03:19:56.567456,ACC263711,ACC700289,37.32,payment,retail,Dubai,pos,False,,-845.6786799816667,0.92,15,0.0,UPI,152.37.207.253,D7955656
T2304791,2023-01-29T03:28:35.590448,ACC141886,ACC932902,23.04,transfer,entertainment,London,atm,False,,-1117.4266087972223,0.55,13,0.94,ACH,31.12.95.43,D7063037
T5074846,2023-01-29T08:21:15.056637,ACC144166,ACC700765,39.62,payment,entertainment,Tokyo,web,False,,-5080.24670331,-0.8,16,0.33,wire_transfer,5.245.148.195,D9090252
T4448036,2023-01-29T13:42:28.231910,ACC938885,ACC722845,11.7,transfer,online,New York,web,False,,-3643.235725023611,-0.14,4,0.49,card,200.94.126.100,D3909613
T1257546,2023-01-29T20:04:23.730969,ACC922075,ACC138340,107.8,payment,retail,Berlin,atm,False,,-1910.1780945227777,-1.89,14,0.82,wire_transfer,202.24.26.78,D5704223
T4815385,2023-01-29T23:22:04.611325,ACC746026,ACC816121,391.37,withdrawal,grocery,Sydney,pos,False,,-883.6250970405555,-1.05,10,0.02,wire_transfer,86.251.198.78,D6612863
T5079843,2023-01-31T06:37:01.625861,ACC491485,ACC612636,20.57,transfer,retail,Dubai,atm,False,,-1553.2397405349998,1.76,1,0.02,wire_transfer,10.122.117.125,D5342470
T352552,2023-01-31T13:38:16.727543,ACC540046,ACC294793,117.58,transfer,utilities,Sydney,pos,False,,,1.54,2,0.62,wire_transfer,80.248.30.216,D3748780
T1472683,2023-02-01T01:03:58.431019,ACC355298,ACC946225,694.56,deposit,travel,Toronto,mobile,False,,-7858.340978089444,-0.53,20,0.51,UPI,193.237.93.228,D7477637
T3123632,2023-02-01T08:03:06.968864,ACC348046,ACC642984,1129.56,deposit,travel,Toronto,atm,False,,-1234.8219731219444,-0.23,19,0.9,UPI,123.227.186.87,D4806056
T4821438,2023-02-01T10:00:31.743043,ACC738362,ACC116153,0.01,deposit,retail,Dubai,web,False,,-7131.612250737778,0.09,2,0.26,ACH,69.109.99.216,D9359702
T2921698,2023-02-01T21:00:51.398901,ACC922128,ACC990186,14.01,transfer,retail,New York,web,False,,-2149.356976005278,0.38,18,0.27,UPI,20.106.105.75,D4473208
T787743,2023-02-02T00:35:32.708689,ACC602621,ACC537538,68.35,payment,utilities,Sydney,mobile,False,,-776.6534694661111,0.91,19,0.49,card,95.246.52.112,D2935974
T3280447,2023-02-02T02:48:30.212580,ACC754571,ACC377144,88.98,withdrawal,retail,Singapore,atm,False,,-1126.7503180563888,-0.57,2,0.42,ACH,217.106.30.104,D3405530
T2314146,2023-02-02T08:47:14.534132,ACC411572,ACC619169,1196.69,deposit,grocery,Dubai,pos,True,card_not_present,-2166.5668948586112,-0.85,1,0.93,wire_transfer,27.161.158.237,D2786627
T4722361,2023-02-02T18:38:29.654430,ACC803668,ACC498917,15.25,transfer,travel,Berlin,atm,False,,-443.64922829555553,1.56,3,0.95,UPI,148.233.220.195,D8037038
T3170850,2023-02-02T21:18:07.405675,ACC564032,ACC230891,1916.65,deposit,entertainment,Toronto,mobile,False,,117.1862559288889,0.65,5,0.91,ACH,61.35.20.15,D2151644
T3956162,2023-02-03T01:12:37.423798,ACC934287,ACC715067,22.22,transfer,utilities,Singapore,web,False,,-6841.151797280556,-0.08,13,0.59,card,197.139.42.17,D3457662
T350221,2023-02-03T02:57:04.152401,ACC802445,ACC900728,200.49,payment,utilities,Dubai,web,False,,,-0.56,18,0.0,card,60.235.161.213,D2524719
T2960973,2023-02-03T11:26:49.042519,ACC986810,ACC338979,13.52,transfer,restaurant,London,web,False,,,-1.57,14,0.99,UPI,195.83.35.65,D7604636
T2055285,2023-02-03T11:38:02.681986,ACC458404,ACC897549,1301.89,deposit,grocery,Sydney,pos,False,,11.2758154,-0.27,6,0.17,card,224.127.154.90,D9565193
T1685855,2023-02-03T20:58:47.937758,ACC890770,ACC960681,124.11,payment,online,Singapore,mobile,False,,-7572.105922585278,-0.32,3,0.01,ACH,72.191.29.180,D1733948
T3744849,2023-02-03T22:28:51.586914,ACC778723,ACC340002,209.83,payment,entertainment,Tokyo,pos,False,,-5274.168819736945,-0.61,4,0.51,card,9.103.74.131,D1416548
T1357831,2023-02-04T02:30:09.104844,ACC247905,ACC147618,116.7,payment,utilities,Berlin,atm,False,,-7395.764557466389,-0.12,7,0.87,UPI,77.13.89.213,D4499043
T3790552,2023-02-04T08:07:00.479425,ACC346679,ACC309888,16.52,transfer,grocery,Dubai,pos,False,,-5097.447467418056,0.05,12,0.34,UPI,199.184.59.39,D2532879
T1138733,2023-02-04T19:05:21.413938,ACC275910,ACC332549,11.81,transfer,retail,London,atm,False,,,0.01,13,0.89,ACH,216.40.89.24,D2609107
T4854679,2023-02-05T03:04:38.472425,ACC813585,ACC231877,35.73,payment,restaurant,Toronto,atm,False,,-3794.788984929722,1.07,9,0.86,UPI,92.150.179.186,D9988081
T3092660,2023-02-05T05:08:49.235587,ACC222346,ACC685523,662.1,withdrawal,online,Berlin,mobile,False,,351.86629052583334,1.43,17,0.23,card,66.236.112.188,D1488385
T2231384,2023-02-05T08:36:11.549260,ACC719966,ACC290153,227.96,withdrawal,utilities,Berlin,pos,False,,-2094.4494436644445,-0.73,16,0.62,ACH,103.252.81.127,D4213127
